evaluator_version,comparison,metric_name,metric_role,paired_sample_count,median_delta_candidate_minus_reference,median_ci95_low,median_ci95_high,win_rate,win_count,tie_count,loss_count,wilcoxon_p,bootstrap_n,bootstrap_seed,delta_definition,failure_aware_win_rate,failure_aware_win_rate_denominator,failure_aware_win_count,failure_aware_loss_count,failure_aware_tie_count,candidate_algorithm_failure_count,reference_algorithm_failure_count,both_algorithm_failure_count,technical_missing_count,evaluation_suspect_count,finite_metric_unavailable_count,denominator_policy
v3,full_vs_strong,horizontal_rmse_m,primary,523,-0.001096683881871216,-0.001107599967314632,-0.0010932401457981605,0.8795411089866156,460,0,63,4.089213695491062e-36,10000,20260904,candidate_minus_reference; negative_is_better,0.8632162661737524,541,467,68,6,11,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,A04_vs_F01,yaw_p95_absolute_deg,primary,534,-8.262386692975708,-8.264983963084102,-8.256469936818643,0.9887640449438202,528,0,6,1.89293202315289e-87,10000,20260904,candidate_minus_reference; negative_is_better,0.9759704251386322,541,528,13,0,7,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,A04_vs_F01,up_rmse_m,secondary,534,0.002205313806455493,0.002205313806455493,0.0022054805911361705,0.18164794007490637,97,0,437,1.1187301649545945e-25,10000,20260904,candidate_minus_reference; negative_is_better,0.17929759704251386,541,97,444,0,7,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v3,A04_vs_F01,position_3d_rmse_m,secondary,534,0.006358918115123041,0.00612486231800486,0.0064242931356191454,0.23595505617977527,126,0,408,9.069394540344856e-20,10000,20260904,candidate_minus_reference; negative_is_better,0.23290203327171904,541,126,415,0,7,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_strong,horizontal_rmse_m,primary,523,0.0038666272191960616,0.00378938310256019,0.0038845190310735356,0.1988527724665392,104,0,419,2.559855758947027e-25,10000,20260904,candidate_minus_reference; negative_is_better,0.20517560073937152,541,111,424,6,11,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_strong,yaw_rmse_deg,primary,523,-0.04717315123863042,-0.04722884105162617,-0.047173073522576825,0.9732313575525813,509,0,14,2.1809263537571274e-73,10000,20260904,candidate_minus_reference; negative_is_better,0.9537892791127541,541,516,19,6,11,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_strong,yaw_p95_absolute_deg,primary,523,-0.1395243971750748,-0.13952505564051432,-0.1395243971750748,0.9789674952198852,512,0,11,7.072988653366094e-78,10000,20260904,candidate_minus_reference; negative_is_better,0.9593345656192237,541,519,16,6,11,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_strong,up_rmse_m,secondary,523,0.001232522109495704,0.0012322769259786037,0.001232522109495704,0.1586998087954111,83,0,440,1.7685056213844853e-30,10000,20260904,candidate_minus_reference; negative_is_better,0.16635859519408502,541,90,445,6,11,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_strong,position_3d_rmse_m,secondary,523,0.002850066532260942,0.0028497038676800757,0.002850066532260942,0.15678776290630975,82,0,441,6.175126280385633e-28,10000,20260904,candidate_minus_reference; negative_is_better,0.1645101663585952,541,89,446,6,11,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,strong_vs_basic,horizontal_rmse_m,primary,528,-0.0012440660209641075,-0.0012866125959424407,-0.0012429548598941187,0.8920454545454546,471,0,57,1.0801436009396485e-56,10000,20260904,candidate_minus_reference; negative_is_better,0.8706099815157117,541,471,70,0,13,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,strong_vs_basic,yaw_rmse_deg,primary,528,-0.23774278027239015,-0.23774278027239015,-0.23774278027239015,0.9356060606060606,494,0,34,1.982594841159595e-52,10000,20260904,candidate_minus_reference; negative_is_better,0.9131238447319778,541,494,47,0,13,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,strong_vs_basic,yaw_p95_absolute_deg,primary,528,-0.5096283243760169,-0.5096283243760169,-0.5096283243760169,0.9337121212121212,493,0,35,1.142277093109536e-53,10000,20260904,candidate_minus_reference; negative_is_better,0.911275415896488,541,493,48,0,13,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,strong_vs_basic,up_rmse_m,secondary,528,-0.0005937931221190462,-0.0005941245403944251,-0.0005937931221190462,0.9185606060606061,485,0,43,6.323893508187935e-66,10000,20260904,candidate_minus_reference; negative_is_better,0.8964879852125693,541,485,56,0,13,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,strong_vs_basic,position_3d_rmse_m,secondary,528,-0.0010878604985045115,-0.0011150463396930599,-0.0010874223361189705,0.9185606060606061,485,0,43,7.706213783032532e-59,10000,20260904,candidate_minus_reference; negative_is_better,0.8964879852125693,541,485,56,0,13,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,basic_vs_single,horizontal_rmse_m,primary,541,-0.0015919367783721605,-0.0016951144294394815,-0.0006492827060746442,0.5452865064695009,295,0,246,5.414524547462996e-10,10000,20260904,candidate_minus_reference; negative_is_better,0.5452865064695009,541,295,246,0,0,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,basic_vs_single,yaw_rmse_deg,primary,541,-5.70214540134477,-5.70214540134477,-5.70214540134477,0.9537892791127541,516,0,25,2.0976225833453105e-78,10000,20260904,candidate_minus_reference; negative_is_better,0.9537892791127541,541,516,25,0,0,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,basic_vs_single,yaw_p95_absolute_deg,primary,541,-7.620918476283892,-7.620918476283892,-7.620918476283892,0.9482439926062847,513,0,28,2.190277328910745e-74,10000,20260904,candidate_minus_reference; negative_is_better,0.9482439926062847,541,513,28,0,0,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,basic_vs_single,up_rmse_m,secondary,541,0.0006102636968177144,0.0006101905661979323,0.0006114083437268603,0.07948243992606285,43,0,498,1.7760953584871977e-69,10000,20260904,candidate_minus_reference; negative_is_better,0.07948243992606285,541,43,498,0,0,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,basic_vs_single,position_3d_rmse_m,secondary,541,-0.00017972492171552945,-0.0002210167258358542,0.0010296991209642892,0.5304990757855823,287,0,254,3.278595784138109e-14,10000,20260904,candidate_minus_reference; negative_is_better,0.5304990757855823,541,287,254,0,0,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_RD,horizontal_rmse_m,primary,528,0.0001798480214569298,0.00017976018076948375,0.00018258557115301277,0.2840909090909091,150,0,378,0.00015572740882843707,10000,20260904,candidate_minus_reference; negative_is_better,0.2809611829944547,541,152,379,10,11,12,10,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_RD,yaw_rmse_deg,primary,528,0.0018464663651720503,0.0013649916592330946,0.0019629381699610704,0.39015151515151514,206,0,322,0.4333689841771466,10000,20260904,candidate_minus_reference; negative_is_better,0.3844731977818854,541,208,323,10,11,12,10,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_RD,yaw_p95_absolute_deg,primary,528,-0.0013400412253203875,-0.0018509439245919523,-0.0008709097318546632,0.7291666666666666,385,0,143,6.81308846145124e-20,10000,20260904,candidate_minus_reference; negative_is_better,0.7153419593345656,541,387,144,10,11,12,10,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_RD,up_rmse_m,secondary,528,0.00015772332526603483,0.00015769113897273757,0.00015772332526603483,0.20454545454545456,108,0,420,2.6573076316830312e-17,10000,20260904,candidate_minus_reference; negative_is_better,0.2033271719038817,541,110,421,10,11,12,10,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_RD,position_3d_rmse_m,secondary,528,0.00022215046026993757,0.00022211644598768565,0.00022343737623309323,0.23674242424242425,125,0,403,6.034401620143898e-10,10000,20260904,candidate_minus_reference; negative_is_better,0.23475046210720887,541,127,404,10,11,12,10,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_SA,horizontal_rmse_m,primary,527,-0.0005324294564514054,-0.0005332245650040146,-0.0005324294564514054,0.8292220113851992,437,0,90,1.0539117357634681e-31,10000,20260904,candidate_minus_reference; negative_is_better,0.8133086876155268,541,440,97,4,11,7,4,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_SA,yaw_rmse_deg,primary,527,-0.013646264202509695,-0.013649817547262355,-0.013646264202509695,0.8842504743833017,466,0,61,3.4305545540026855e-53,10000,20260904,candidate_minus_reference; negative_is_better,0.866913123844732,541,469,68,4,11,7,4,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_SA,yaw_p95_absolute_deg,primary,527,-0.005056774100848926,-0.005056851650850014,-0.005056774100848926,0.7855787476280834,414,0,113,9.287654029625497e-23,10000,20260904,candidate_minus_reference; negative_is_better,0.7707948243992606,541,417,120,4,11,7,4,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_SA,up_rmse_m,secondary,527,-0.0003014640791969003,-0.0003154438408153326,-0.0003010029010269699,0.905123339658444,477,0,50,1.1569219601674807e-53,10000,20260904,candidate_minus_reference; negative_is_better,0.8872458410351202,541,480,57,4,11,7,4,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_SA,position_3d_rmse_m,secondary,527,-0.0005104019950315508,-0.0005131776917532971,-0.0005100070114263944,0.8766603415559773,462,0,65,3.94898095983743e-37,10000,20260904,candidate_minus_reference; negative_is_better,0.8595194085027726,541,465,72,4,11,7,4,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_RP,horizontal_rmse_m,primary,521,0.003613710056320607,0.003565321786773129,0.0036601247172833584,0.12859884836852206,67,0,454,8.472600154574719e-51,10000,20260904,candidate_minus_reference; negative_is_better,0.14048059149722736,541,76,459,6,11,15,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_RP,yaw_rmse_deg,primary,521,-0.03990630911663873,-0.03990948890137913,-0.03987798946967702,0.982725527831094,512,0,9,7.152556554806938e-78,10000,20260904,candidate_minus_reference; negative_is_better,0.9630314232902033,541,521,14,6,11,15,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_RP,yaw_p95_absolute_deg,primary,521,-0.12983457241599883,-0.1299852120145628,-0.1295997445175825,0.9846449136276392,513,0,8,1.0733427483139191e-79,10000,20260904,candidate_minus_reference; negative_is_better,0.9648798521256932,541,522,13,6,11,15,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_RP,up_rmse_m,secondary,521,0.0010722185040775711,0.0010717006216107161,0.001072251121381429,0.09788867562380038,51,0,470,1.5906008202106558e-50,10000,20260904,candidate_minus_reference; negative_is_better,0.11090573012939002,541,60,475,6,11,15,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_RP,position_3d_rmse_m,secondary,521,0.002597652859044841,0.002583210654551804,0.0026091615160351855,0.12092130518234165,63,0,458,7.960475072017117e-50,10000,20260904,candidate_minus_reference; negative_is_better,0.133086876155268,541,72,463,6,11,15,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_HV,horizontal_rmse_m,primary,529,-4.663397542331582e-05,-4.68917412986547e-05,-4.655898186178842e-05,0.9149338374291115,484,0,45,3.391682176587034e-59,10000,20260904,candidate_minus_reference; negative_is_better,0.8964879852125693,541,485,45,11,11,12,11,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_HV,yaw_rmse_deg,primary,529,-1.8189113270672408e-05,-1.856329807248258e-05,-1.8186234379324873e-05,0.8620037807183365,456,0,73,1.9384440634233388e-39,10000,20260904,candidate_minus_reference; negative_is_better,0.844731977818854,541,457,73,11,11,12,11,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_HV,yaw_p95_absolute_deg,primary,529,2.1928546794391934e-05,1.524150001586122e-05,3.0516049984719018e-05,0.31379962192816635,166,0,363,0.0005235957591719461,10000,20260904,candidate_minus_reference; negative_is_better,0.30868761552680224,541,167,363,11,11,12,11,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_HV,up_rmse_m,secondary,529,-1.5869703401394375e-07,-1.5933760161290778e-07,-1.5842032269342e-07,0.8147448015122873,431,0,98,1.6230756041748546e-24,10000,20260904,candidate_minus_reference; negative_is_better,0.7985212569316081,541,432,98,11,11,12,11,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_HV,position_3d_rmse_m,secondary,529,-2.1328514308027735e-05,-2.1432451844941024e-05,-2.1270756391245094e-05,0.9130434782608695,483,0,46,2.785505829898177e-57,10000,20260904,candidate_minus_reference; negative_is_better,0.8946395563770795,541,484,46,11,11,12,11,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_Go2,horizontal_rmse_m,primary,522,0.003570428801506431,0.003470487331669825,0.0036129288643845237,0.15517241379310345,81,0,441,2.984820395614998e-45,10000,20260904,candidate_minus_reference; negative_is_better,0.1645101663585952,541,89,446,6,11,14,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_Go2,yaw_rmse_deg,primary,522,-0.039922052028797506,-0.039926869539784526,-0.039895290243306736,0.9846743295019157,514,0,8,1.0105309178157705e-79,10000,20260904,candidate_minus_reference; negative_is_better,0.9648798521256932,541,522,13,6,11,14,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_Go2,yaw_p95_absolute_deg,primary,522,-0.1298085897695902,-0.12997263276085835,-0.12960262344614348,0.9846743295019157,514,0,8,7.304111192154325e-80,10000,20260904,candidate_minus_reference; negative_is_better,0.9648798521256932,541,522,13,6,11,14,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_Go2,up_rmse_m,secondary,522,0.0010720181072581547,0.0010715854875539277,0.001072055243016845,0.09386973180076628,49,0,473,1.546745139195205e-52,10000,20260904,candidate_minus_reference; negative_is_better,0.10536044362292052,541,57,478,6,11,14,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,full_vs_no_Go2,position_3d_rmse_m,secondary,522,0.002581335556482406,0.002563538764817852,0.0025904491129561114,0.12643678160919541,66,0,456,9.095785153731631e-50,10000,20260904,candidate_minus_reference; negative_is_better,0.1367837338262477,541,74,461,6,11,14,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,RD_only_vs_strong,horizontal_rmse_m,primary,525,0.0003200191655376161,0.0003200191655376161,0.0003200191655376161,0.23809523809523808,125,0,400,3.852697042847492e-12,10000,20260904,candidate_minus_reference; negative_is_better,0.24399260628465805,541,132,403,6,9,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,RD_only_vs_strong,yaw_rmse_deg,primary,525,-0.000299726959491764,-0.0002997477783592828,-0.00023500269936027607,0.6476190476190476,340,0,185,0.03416379092475964,10000,20260904,candidate_minus_reference; negative_is_better,0.6414048059149723,541,347,188,6,9,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,RD_only_vs_strong,yaw_p95_absolute_deg,primary,525,-0.0027839608843249763,-0.00281145113985648,-0.0027839608843249763,0.8685714285714285,456,0,69,1.2108173716030464e-39,10000,20260904,candidate_minus_reference; negative_is_better,0.8558225508317929,541,463,72,6,9,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,RD_only_vs_strong,up_rmse_m,secondary,525,0.0002918473815553546,0.0002918473815553546,0.0002918473815553546,0.1619047619047619,85,0,440,3.085279453874525e-32,10000,20260904,candidate_minus_reference; negative_is_better,0.17005545286506468,541,92,443,6,9,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,RD_only_vs_strong,position_3d_rmse_m,secondary,525,0.000404087126203434,0.000404087126203434,0.0004041756790086892,0.20952380952380953,110,0,415,5.1818731228204e-20,10000,20260904,candidate_minus_reference; negative_is_better,0.21626617375231053,541,117,418,6,9,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,SA_only_vs_strong,horizontal_rmse_m,primary,523,5.974743757783396e-05,5.974743757783396e-05,5.974743757783396e-05,0.2045889101338432,107,0,416,2.452088266942942e-18,10000,20260904,candidate_minus_reference; negative_is_better,0.21072088724584104,541,114,421,6,11,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,SA_only_vs_strong,yaw_rmse_deg,primary,523,-0.009073164476231632,-0.009101926461559717,-0.009073117979796042,0.9005736137667304,471,0,52,1.757447783192025e-55,10000,20260904,candidate_minus_reference; negative_is_better,0.8835489833641405,541,478,57,6,11,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,SA_only_vs_strong,yaw_p95_absolute_deg,primary,523,-0.008936090660292884,-0.009003843018396296,-0.008936090660292884,0.8948374760994264,468,0,55,2.2848448751606044e-44,10000,20260904,candidate_minus_reference; negative_is_better,0.878003696857671,541,475,60,6,11,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,SA_only_vs_strong,up_rmse_m,secondary,523,8.01355011720295e-06,8.01355011720295e-06,8.01355011720295e-06,0.2045889101338432,107,0,416,1.7769706305226807e-15,10000,20260904,candidate_minus_reference; negative_is_better,0.21072088724584104,541,114,421,6,11,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,SA_only_vs_strong,position_3d_rmse_m,secondary,523,3.38589293600311e-05,3.38589293600311e-05,3.38589293600311e-05,0.19694072657743786,103,0,420,4.11877400932362e-18,10000,20260904,candidate_minus_reference; negative_is_better,0.2033271719038817,541,110,425,6,11,13,6,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,A04_vs_F03,horizontal_rmse_m,primary,526,0.004400434087109412,0.004340105812335487,0.0044126082195923705,0.17680608365019013,93,0,433,7.007869966828046e-36,10000,20260904,candidate_minus_reference; negative_is_better,0.1866913123844732,541,101,435,5,7,13,5,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,A04_vs_F03,yaw_rmse_deg,primary,526,-0.03352680932006713,-0.033532048115928165,-0.03352680932006713,0.9467680608365019,498,0,28,3.151070645707874e-74,10000,20260904,candidate_minus_reference; negative_is_better,0.9353049907578558,541,506,30,5,7,13,5,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,A04_vs_F03,yaw_p95_absolute_deg,primary,526,-0.13446762307422588,-0.13446762307422588,-0.13446663142420334,0.9790874524714829,515,0,11,3.677993931475635e-77,10000,20260904,candidate_minus_reference; negative_is_better,0.966728280961183,541,523,13,5,7,13,5,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,A04_vs_F03,up_rmse_m,secondary,526,0.001533516415652858,0.001533516415652858,0.0015335164664266876,0.1444866920152091,76,0,450,6.37295426646934e-34,10000,20260904,candidate_minus_reference; negative_is_better,0.15526802218114602,541,84,452,5,7,13,5,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,A04_vs_F03,position_3d_rmse_m,secondary,526,0.0033599556188944057,0.0033559351745305888,0.0033600735436873364,0.1520912547528517,80,0,446,4.2701867686933586e-29,10000,20260904,candidate_minus_reference; negative_is_better,0.16266173752310537,541,88,448,5,7,13,5,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,A04_vs_F02,horizontal_rmse_m,primary,534,0.002831586568593558,0.0016069509610313615,0.0031367153060281733,0.4232209737827715,226,0,308,9.574527862912388e-06,10000,20260904,candidate_minus_reference; negative_is_better,0.4177449168207024,541,226,315,0,7,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,A04_vs_F02,yaw_rmse_deg,primary,534,-0.27128358239389727,-0.2713907437684657,-0.2712695895924573,0.9438202247191011,504,0,30,1.1161362604738968e-57,10000,20260904,candidate_minus_reference; negative_is_better,0.9316081330868762,541,504,37,0,7,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,A04_vs_F02,yaw_p95_absolute_deg,primary,534,-0.6441298875684858,-0.6444087018066971,-0.6440959474502428,0.9456928838951311,505,0,29,3.5663274605167766e-68,10000,20260904,candidate_minus_reference; negative_is_better,0.933456561922366,541,505,36,0,7,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,A04_vs_F02,up_rmse_m,secondary,534,0.0008723261323685672,0.0007783562968740609,0.0009389825039987088,0.33707865168539325,180,0,354,0.05494285074848698,10000,20260904,candidate_minus_reference; negative_is_better,0.33271719038817005,541,180,361,0,7,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,A04_vs_F02,position_3d_rmse_m,secondary,534,0.0021125743072453185,0.0013262549442873417,0.0022621751129905388,0.4250936329588015,227,0,307,8.959980966012195e-05,10000,20260904,candidate_minus_reference; negative_is_better,0.4195933456561922,541,227,314,0,7,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,F04_vs_F02,horizontal_rmse_m,primary,530,0.0021907818692241954,0.0012939709710221847,0.0025922128906754605,0.42452830188679247,225,0,305,1.1801585495290752e-06,10000,20260904,candidate_minus_reference; negative_is_better,0.41589648798521256,541,225,316,0,11,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,F04_vs_F02,yaw_rmse_deg,primary,530,-0.28519582082053696,-0.28556194023471315,-0.28496290054122175,0.9641509433962264,511,0,19,2.0989868949167406e-68,10000,20260904,candidate_minus_reference; negative_is_better,0.944547134935305,541,511,30,0,11,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,F04_vs_F02,yaw_p95_absolute_deg,primary,530,-0.6493126888041059,-0.6498727644701479,-0.649152914651081,0.9679245283018868,513,0,17,9.973003752332864e-80,10000,20260904,candidate_minus_reference; negative_is_better,0.9482439926062847,541,513,28,0,11,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,F04_vs_F02,up_rmse_m,secondary,530,0.0005787469160302983,0.0004566579378609673,0.0006267252439175197,0.3886792452830189,206,0,324,0.2182820389806311,10000,20260904,candidate_minus_reference; negative_is_better,0.3807763401109057,541,206,335,0,11,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,F04_vs_F02,position_3d_rmse_m,secondary,530,0.0015768835203416876,0.0009077072940985031,0.0017369097714255433,0.4207547169811321,223,0,307,6.800818760763873e-07,10000,20260904,candidate_minus_reference; negative_is_better,0.4121996303142329,541,223,318,0,11,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,F04_vs_F01,horizontal_rmse_m,primary,530,0.0009297460245470124,0.0009297460245470124,0.0009316852560912747,0.2490566037735849,132,0,398,4.7685519474151674e-12,10000,20260904,candidate_minus_reference; negative_is_better,0.24399260628465805,541,132,409,0,11,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,F04_vs_F01,yaw_rmse_deg,primary,530,-5.986943766386838,-5.987061255139737,-5.981412415677035,0.9867924528301887,523,0,7,9.53438655576471e-85,10000,20260904,candidate_minus_reference; negative_is_better,0.966728280961183,541,523,18,0,11,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,F04_vs_F01,yaw_p95_absolute_deg,primary,530,-8.269946006052946,-8.270071197834984,-8.265578704441507,0.9924528301886792,526,0,4,4.628376595059342e-86,10000,20260904,candidate_minus_reference; negative_is_better,0.9722735674676525,541,526,15,0,11,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,F04_vs_F01,up_rmse_m,secondary,530,0.00124891955357459,0.0012489060816456565,0.00124891955357459,0.16037735849056603,85,0,445,1.4785047050999323e-29,10000,20260904,candidate_minus_reference; negative_is_better,0.15711645101663585,541,85,456,0,11,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,F04_vs_F01,position_3d_rmse_m,secondary,530,0.0015347532939091746,0.0015347532939091746,0.001535933683691093,0.2,106,0,424,4.726224990763586e-20,10000,20260904,candidate_minus_reference; negative_is_better,0.19593345656192238,541,106,435,0,11,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
v2,A04_vs_F01,horizontal_rmse_m,primary,534,0.0014621754809984178,0.0014553792175168723,0.0014621754809984178,0.24344569288389514,130,0,404,1.1593679559876604e-13,10000,20260904,candidate_minus_reference; negative_is_better,0.24029574861367836,541,130,411,0,7,0,0,0,0,0,comparable terminals include algorithm failures and double-failure ties; technical/missing excluded and counted; all-registered sensitivity separate
