sequence_id,configuration_id,subset_case_id,segment_id,native_status,status,attempted,accepted,rejected,nis_rejected,nis_rejection_rate,nis_rejection_denominator,reason_counts,source
BY2,F04,D35_seed_00,full,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D35_seed_00/B3
BY2,F04,D35_seed_00,outside,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D35_seed_00/B3
BY2,F04,D36_seed_00,full,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D36_seed_00/B3
BY2,F04,D36_seed_00,outside,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D36_seed_00/B3
BY2,F04,D37_seed_00,full,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D37_seed_00/B3
BY2,F04,D37_seed_00,outside,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D37_seed_00/B3
BY2,F04,D38_seed_00,full,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D38_seed_00/B3
BY2,F04,D38_seed_00,outside,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D38_seed_00/B3
BY2,F04,D39_seed_00,full,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D39_seed_00/B3
BY2,F04,D39_seed_00,outside,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D39_seed_00/B3
BY2,F04,D40_seed_00,full,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D40_seed_00/B3
BY2,F04,D40_seed_00,outside,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D40_seed_00/B3
BY2,F04,D41_seed_00,full,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D41_seed_00/B3
BY2,F04,D41_seed_00,outside,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D41_seed_00/B3
BY2,F04,D42_seed_00,full,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D42_seed_00/B3
BY2,F04,D42_seed_00,outside,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D42_seed_00/B3
BY2,F04,D43_seed_00,full,COMPLETED,AVAILABLE,1369,1015,354,354,0.25858290723155586,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1015, ""NIS_3DOF_REJECT"": 354}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D43_seed_00/B3
BY2,F04,D43_seed_00,outside,COMPLETED,AVAILABLE,1369,1015,354,354,0.25858290723155586,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1015, ""NIS_3DOF_REJECT"": 354}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D43_seed_00/B3
BY2,F04,D44_seed_00,full,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D44_seed_00/B3
BY2,F04,D44_seed_00,outside,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D44_seed_00/B3
BY2,F04,D45_seed_00,full,COMPLETED,AVAILABLE,1369,1015,354,354,0.25858290723155586,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1015, ""NIS_3DOF_REJECT"": 354}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D45_seed_00/B3
BY2,F04,D45_seed_00,outside,COMPLETED,AVAILABLE,1369,1015,354,354,0.25858290723155586,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1015, ""NIS_3DOF_REJECT"": 354}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D45_seed_00/B3
BY2,F04,D46_seed_00,full,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D46_seed_00/B3
BY2,F04,D46_seed_00,outside,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D46_seed_00/B3
BY2,F04,D47_seed_00,full,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D47_seed_00/B3
BY2,F04,D47_seed_00,outside,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D47_seed_00/B3
BY2,F04,D48_seed_00,full,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D48_seed_00/B3
BY2,F04,D48_seed_00,outside,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D48_seed_00/B3
BY2,F04,D49_seed_00,full,COMPLETED,AVAILABLE,1369,1014,355,355,0.25931336742147554,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1014, ""NIS_3DOF_REJECT"": 355}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D49_seed_00/B3
BY2,F04,D49_seed_00,outside,COMPLETED,AVAILABLE,1369,1014,355,355,0.25931336742147554,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1014, ""NIS_3DOF_REJECT"": 355}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D49_seed_00/B3
BY2,F04,D50_seed_00,full,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D50_seed_00/B3
BY2,F04,D50_seed_00,outside,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D50_seed_00/B3
BY2,F04,D51_seed_00,full,COMPLETED,AVAILABLE,1369,1003,366,366,0.2673484295105917,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1003, ""NIS_3DOF_REJECT"": 366}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D51_seed_00/B3
BY2,F04,D51_seed_00,outside,COMPLETED,AVAILABLE,1369,1003,366,366,0.2673484295105917,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1003, ""NIS_3DOF_REJECT"": 366}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D51_seed_00/B3
BY2,F04,D52_seed_00,full,COMPLETED,AVAILABLE,1369,994,375,375,0.2739225712198685,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 994, ""NIS_3DOF_REJECT"": 375}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D52_seed_00/B3
BY2,F04,D52_seed_00,outside,COMPLETED,AVAILABLE,1369,994,375,375,0.2739225712198685,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 994, ""NIS_3DOF_REJECT"": 375}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D52_seed_00/B3
BY2,F04,D53_seed_00,full,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D53_seed_00/B3
BY2,F04,D53_seed_00,outside,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D53_seed_00/B3
BY2,F04,D54_seed_00,full,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D54_seed_00/B3
BY2,F04,D54_seed_00,outside,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D54_seed_00/B3
BY2,F04,D55_seed_00,full,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D55_seed_00/B3
BY2,F04,D55_seed_00,outside,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D55_seed_00/B3
BY2,F04,D56_seed_00,full,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D56_seed_00/B3
BY2,F04,D56_seed_00,outside,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D56_seed_00/B3
BY2,F04,D57_seed_00,full,B3_NOT_APPLICABLE_NO_HEADING_EPOCHS,B3_NOT_APPLICABLE_NO_HEADING_EPOCHS,0,UNAVAILABLE_NOT_EMITTED,UNAVAILABLE_NOT_EMITTED,UNAVAILABLE_NOT_EMITTED,NOT_APPLICABLE_ZERO_ATTEMPTS,,,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D57_seed_00/B3
BY2,F04,D57_seed_00,outside,B3_NOT_APPLICABLE_NO_HEADING_EPOCHS,UNAVAILABLE_DIAGNOSTICS,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,,,,,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D57_seed_00/B3
BY2,F04,D58_seed_00,full,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D58_seed_00/B3
BY2,F04,D58_seed_00,outside,COMPLETED,AVAILABLE,1369,1012,357,357,0.26077428780131484,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D58_seed_00/B3
BY2,F04,D59_seed_00,full,COMPLETED,AVAILABLE,1369,715,654,654,0.4777209642074507,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 715, ""NIS_3DOF_REJECT"": 654}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D59_seed_00/B3
BY2,F04,D59_seed_00,outside,COMPLETED,AVAILABLE,1369,715,654,654,0.4777209642074507,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 715, ""NIS_3DOF_REJECT"": 654}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D59_seed_00/B3
BY2,F04,D60_seed_00,full,ALGORITHM_FAILURE_DIVERGED,AVAILABLE,1369,1010,359,359,0.26223520818115414,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1010, ""NIS_3DOF_REJECT"": 359}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D60_seed_00/B3
BY2,F04,D60_seed_00,outside,ALGORITHM_FAILURE_DIVERGED,AVAILABLE,1369,1010,359,359,0.26223520818115414,all B3 attempts in this sequence/case/segment,"{""ACCEPT"": 1010, ""NIS_3DOF_REJECT"": 359}",<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D60_seed_00/B3
