run_id,sequence_id,configuration_id,variant,subset_case_id,data_mode,synthetic_data_used,semisynthetic_data_used,native_status,native_failure_classification,source,measurement_model,segment_id,epochs,attempted,accepted,rejected,not_attempted,invalid,missing,accounting_consistent,status,invalid_count_definition,nis_status,along_axis_residual_m_status,length_mismatch_m_status,nis_count,nis_available_count,nis_missing_count,nis_nonfinite_count,nis_mean,nis_std_ddof1,nis_p50,nis_p95,nis_p99,nis_min,nis_max,along_axis_residual_m_count,along_axis_residual_m_available_count,along_axis_residual_m_missing_count,along_axis_residual_m_nonfinite_count,along_axis_residual_m_mean,along_axis_residual_m_std_ddof1,along_axis_residual_m_p50,along_axis_residual_m_p95,along_axis_residual_m_p99,along_axis_residual_m_min,along_axis_residual_m_max,along_axis_residual_m_p95_absolute,length_mismatch_m_count,length_mismatch_m_available_count,length_mismatch_m_missing_count,length_mismatch_m_nonfinite_count,length_mismatch_m_mean,length_mismatch_m_std_ddof1,length_mismatch_m_p50,length_mismatch_m_p95,length_mismatch_m_p99,length_mismatch_m_min,length_mismatch_m_max,length_mismatch_m_p95_absolute,reason_counts,nis_rejected,nis_rejection_rate,nis_rejection_denominator,attempt_source,diagnostics_status
BY2__F04__B3__D08_seed_00,BY2,F04,B3,D08_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D08_seed_00/B3,baseline3d,full,1369,1369,1012,357,0,0,0,True,AVAILABLE,Includes missing sidecar epochs,AVAILABLE,AVAILABLE,AVAILABLE,1369,1369,0,0,16.09328698595924,39.14961366275895,5.641135626084116,57.510696145735146,218.10518771010334,0.0203555510524075,418.7477025757814,1369,1369,0,0,0.00403859387909894,0.0374219496266593,0.0011922703526074,0.04775848755912265,0.1628732718284914,-0.1236000875059182,0.2370123635917052,0.08736323227096662,1369,1369,0,0,-7.934648759149894e-05,0.03281967732245518,-0.0003475133869161,0.043428768105117296,0.12394236889437155,-0.1242458223772609,0.2296213892378354,0.07834325942521872,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",357,0.26077428780131484,all B3 attempts in this sequence/case/segment,,
BY2__F04__B3__D08_seed_00,BY2,F04,B3,D08_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D08_seed_00/B3,baseline3d,outside,1369,1369,1012,357,0,0,0,True,AVAILABLE,Includes missing sidecar epochs,AVAILABLE,AVAILABLE,AVAILABLE,1369,1369,0,0,16.09328698595924,39.14961366275895,5.641135626084116,57.510696145735146,218.10518771010334,0.0203555510524075,418.7477025757814,1369,1369,0,0,0.00403859387909894,0.0374219496266593,0.0011922703526074,0.04775848755912265,0.1628732718284914,-0.1236000875059182,0.2370123635917052,0.08736323227096662,1369,1369,0,0,-7.934648759149894e-05,0.03281967732245518,-0.0003475133869161,0.043428768105117296,0.12394236889437155,-0.1242458223772609,0.2296213892378354,0.07834325942521872,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",357,0.26077428780131484,all B3 attempts in this sequence/case/segment,,
BY2__F04__R5__D09_seed_00,BY2,F04,R5,D09_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D09_seed_00/R5,scalar_yaw,full,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5__D09_seed_00,BY2,F04,R5,D09_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D09_seed_00/R5,scalar_yaw,outside,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5SIGMA__D09_seed_00,BY2,F04,R5SIGMA,D09_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D09_seed_00/R5SIGMA,scalar_yaw,full,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5SIGMA__D09_seed_00,BY2,F04,R5SIGMA,D09_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D09_seed_00/R5SIGMA,scalar_yaw,outside,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5W__D09_seed_00,BY2,F04,R5W,D09_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D09_seed_00/R5W,scalar_yaw,full,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5W__D09_seed_00,BY2,F04,R5W,D09_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D09_seed_00/R5W,scalar_yaw,outside,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__B3__D09_seed_00,BY2,F04,B3,D09_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D09_seed_00/B3,baseline3d,full,1369,1369,1012,357,0,0,0,True,AVAILABLE,Includes missing sidecar epochs,AVAILABLE,AVAILABLE,AVAILABLE,1369,1369,0,0,16.094981836964358,39.15482793703166,5.634634235830808,57.48173383152501,218.18099974516923,0.016979034380643,418.51169501229975,1369,1369,0,0,0.004038698699056253,0.03742567292782349,0.001190053339724,0.047781032693141816,0.16289178250696937,-0.1235932249575864,0.2370141675793724,0.08736953489008273,1369,1369,0,0,-7.934648759149861e-05,0.03281967732245518,-0.0003475133869162,0.043428768105117296,0.12394236889437155,-0.1242458223772609,0.2296213892378355,0.07834325942521866,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",357,0.26077428780131484,all B3 attempts in this sequence/case/segment,,
BY2__F04__B3__D09_seed_00,BY2,F04,B3,D09_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D09_seed_00/B3,baseline3d,outside,1369,1369,1012,357,0,0,0,True,AVAILABLE,Includes missing sidecar epochs,AVAILABLE,AVAILABLE,AVAILABLE,1369,1369,0,0,16.094981836964358,39.15482793703166,5.634634235830808,57.48173383152501,218.18099974516923,0.016979034380643,418.51169501229975,1369,1369,0,0,0.004038698699056253,0.03742567292782349,0.001190053339724,0.047781032693141816,0.16289178250696937,-0.1235932249575864,0.2370141675793724,0.08736953489008273,1369,1369,0,0,-7.934648759149861e-05,0.03281967732245518,-0.0003475133869162,0.043428768105117296,0.12394236889437155,-0.1242458223772609,0.2296213892378355,0.07834325942521866,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",357,0.26077428780131484,all B3 attempts in this sequence/case/segment,,
BY2__F04__R5__D10_seed_00,BY2,F04,R5,D10_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D10_seed_00/R5,scalar_yaw,full,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5__D10_seed_00,BY2,F04,R5,D10_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D10_seed_00/R5,scalar_yaw,outside,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5SIGMA__D10_seed_00,BY2,F04,R5SIGMA,D10_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D10_seed_00/R5SIGMA,scalar_yaw,full,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5SIGMA__D10_seed_00,BY2,F04,R5SIGMA,D10_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D10_seed_00/R5SIGMA,scalar_yaw,outside,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5W__D10_seed_00,BY2,F04,R5W,D10_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D10_seed_00/R5W,scalar_yaw,full,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5W__D10_seed_00,BY2,F04,R5W,D10_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D10_seed_00/R5W,scalar_yaw,outside,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__B3__D10_seed_00,BY2,F04,B3,D10_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D10_seed_00/B3,baseline3d,full,1369,1369,1014,355,0,0,0,True,AVAILABLE,Includes missing sidecar epochs,AVAILABLE,AVAILABLE,AVAILABLE,1369,1369,0,0,16.094552175525543,39.154016193039176,5.625524138563216,57.473829546946064,218.18253406874427,0.0219524646214472,418.4913371036203,1369,1369,0,0,0.004038246175453296,0.03742527850443404,0.0011844226827244,0.0477732877061133,0.1628915963069233,-0.1235927382147592,0.237015149505562,0.08737082399442797,1369,1369,0,0,-7.934648759150024e-05,0.03281967732245518,-0.0003475133869161,0.043428768105117296,0.12394236889437157,-0.1242458223772608,0.2296213892378354,0.07834325942521872,"{""ACCEPT"": 1014, ""NIS_3DOF_REJECT"": 355}",355,0.25931336742147554,all B3 attempts in this sequence/case/segment,,
BY2__F04__B3__D10_seed_00,BY2,F04,B3,D10_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D10_seed_00/B3,baseline3d,outside,1369,1369,1014,355,0,0,0,True,AVAILABLE,Includes missing sidecar epochs,AVAILABLE,AVAILABLE,AVAILABLE,1369,1369,0,0,16.094552175525543,39.154016193039176,5.625524138563216,57.473829546946064,218.18253406874427,0.0219524646214472,418.4913371036203,1369,1369,0,0,0.004038246175453296,0.03742527850443404,0.0011844226827244,0.0477732877061133,0.1628915963069233,-0.1235927382147592,0.237015149505562,0.08737082399442797,1369,1369,0,0,-7.934648759150024e-05,0.03281967732245518,-0.0003475133869161,0.043428768105117296,0.12394236889437157,-0.1242458223772608,0.2296213892378354,0.07834325942521872,"{""ACCEPT"": 1014, ""NIS_3DOF_REJECT"": 355}",355,0.25931336742147554,all B3 attempts in this sequence/case/segment,,
BY2__F04__R5__D11_seed_00,BY2,F04,R5,D11_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D11_seed_00/R5,scalar_yaw,full,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5__D11_seed_00,BY2,F04,R5,D11_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D11_seed_00/R5,scalar_yaw,outside,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5SIGMA__D11_seed_00,BY2,F04,R5SIGMA,D11_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D11_seed_00/R5SIGMA,scalar_yaw,full,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5SIGMA__D11_seed_00,BY2,F04,R5SIGMA,D11_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D11_seed_00/R5SIGMA,scalar_yaw,outside,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5W__D11_seed_00,BY2,F04,R5W,D11_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D11_seed_00/R5W,scalar_yaw,full,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5W__D11_seed_00,BY2,F04,R5W,D11_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D11_seed_00/R5W,scalar_yaw,outside,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__B3__D11_seed_00,BY2,F04,B3,D11_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D11_seed_00/B3,baseline3d,full,1369,1369,1013,356,0,0,0,True,AVAILABLE,Includes missing sidecar epochs,AVAILABLE,AVAILABLE,AVAILABLE,1369,1369,0,0,16.094224688984866,39.14735630131837,5.653074860888021,57.506193938020914,218.12063992792255,0.0182355113847509,418.6996054485951,1369,1369,0,0,0.004038674938199824,0.037422637759967944,0.0011917786705898,0.04776602468295948,0.16287066612779408,-0.1236001240154932,0.2370103036897768,0.08736404193140458,1369,1369,0,0,-7.934648759149894e-05,0.03281967732245518,-0.0003475133869161,0.043428768105117234,0.12394236889437162,-0.1242458223772608,0.2296213892378354,0.07834325942521872,"{""ACCEPT"": 1013, ""NIS_3DOF_REJECT"": 356}",356,0.26004382761139516,all B3 attempts in this sequence/case/segment,,
BY2__F04__B3__D11_seed_00,BY2,F04,B3,D11_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D11_seed_00/B3,baseline3d,outside,1369,1369,1013,356,0,0,0,True,AVAILABLE,Includes missing sidecar epochs,AVAILABLE,AVAILABLE,AVAILABLE,1369,1369,0,0,16.094224688984866,39.14735630131837,5.653074860888021,57.506193938020914,218.12063992792255,0.0182355113847509,418.6996054485951,1369,1369,0,0,0.004038674938199824,0.037422637759967944,0.0011917786705898,0.04776602468295948,0.16287066612779408,-0.1236001240154932,0.2370103036897768,0.08736404193140458,1369,1369,0,0,-7.934648759149894e-05,0.03281967732245518,-0.0003475133869161,0.043428768105117234,0.12394236889437162,-0.1242458223772608,0.2296213892378354,0.07834325942521872,"{""ACCEPT"": 1013, ""NIS_3DOF_REJECT"": 356}",356,0.26004382761139516,all B3 attempts in this sequence/case/segment,,
BY2__F04__R5__D12_seed_00,BY2,F04,R5,D12_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D12_seed_00/R5,scalar_yaw,full,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5__D12_seed_00,BY2,F04,R5,D12_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D12_seed_00/R5,scalar_yaw,outside,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5SIGMA__D12_seed_00,BY2,F04,R5SIGMA,D12_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D12_seed_00/R5SIGMA,scalar_yaw,full,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5SIGMA__D12_seed_00,BY2,F04,R5SIGMA,D12_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D12_seed_00/R5SIGMA,scalar_yaw,outside,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5W__D12_seed_00,BY2,F04,R5W,D12_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D12_seed_00/R5W,scalar_yaw,full,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5W__D12_seed_00,BY2,F04,R5W,D12_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D12_seed_00/R5W,scalar_yaw,outside,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__B3__D12_seed_00,BY2,F04,B3,D12_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D12_seed_00/B3,baseline3d,full,1369,1369,1015,354,0,0,0,True,AVAILABLE,Includes missing sidecar epochs,AVAILABLE,AVAILABLE,AVAILABLE,1369,1369,0,0,16.097177469199586,39.15639828790705,5.622428782830816,57.49645412115456,218.1956568590875,0.0134316383875028,418.52405839438353,1369,1369,0,0,0.0040396965482855885,0.037427231650496176,0.0011869554775305,0.047776349985217174,0.16289324223215843,-0.1235954423001881,0.2370266457056151,0.08736844894253637,1369,1369,0,0,-7.934648759150185e-05,0.03281967732245518,-0.000347513386916,0.043428768105117296,0.12394236889437162,-0.1242458223772608,0.2296213892378354,0.07834325942521866,"{""ACCEPT"": 1015, ""NIS_3DOF_REJECT"": 354}",354,0.25858290723155586,all B3 attempts in this sequence/case/segment,,
BY2__F04__B3__D12_seed_00,BY2,F04,B3,D12_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D12_seed_00/B3,baseline3d,outside,1369,1369,1015,354,0,0,0,True,AVAILABLE,Includes missing sidecar epochs,AVAILABLE,AVAILABLE,AVAILABLE,1369,1369,0,0,16.097177469199586,39.15639828790705,5.622428782830816,57.49645412115456,218.1956568590875,0.0134316383875028,418.52405839438353,1369,1369,0,0,0.0040396965482855885,0.037427231650496176,0.0011869554775305,0.047776349985217174,0.16289324223215843,-0.1235954423001881,0.2370266457056151,0.08736844894253637,1369,1369,0,0,-7.934648759150185e-05,0.03281967732245518,-0.000347513386916,0.043428768105117296,0.12394236889437162,-0.1242458223772608,0.2296213892378354,0.07834325942521866,"{""ACCEPT"": 1015, ""NIS_3DOF_REJECT"": 354}",354,0.25858290723155586,all B3 attempts in this sequence/case/segment,,
BY2__F04__R5__D13_seed_00,BY2,F04,R5,D13_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D13_seed_00/R5,scalar_yaw,full,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5__D13_seed_00,BY2,F04,R5,D13_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D13_seed_00/R5,scalar_yaw,outside,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5SIGMA__D13_seed_00,BY2,F04,R5SIGMA,D13_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D13_seed_00/R5SIGMA,scalar_yaw,full,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5SIGMA__D13_seed_00,BY2,F04,R5SIGMA,D13_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D13_seed_00/R5SIGMA,scalar_yaw,outside,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5W__D13_seed_00,BY2,F04,R5W,D13_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D13_seed_00/R5W,scalar_yaw,full,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__R5W__D13_seed_00,BY2,F04,R5W,D13_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D13_seed_00/R5W,scalar_yaw,outside,1369,1369,1348,21,0,UNAVAILABLE,UNAVAILABLE,True,AVAILABLE,UNAVAILABLE_FROM_SCALAR_TRACE,NOT_APPLICABLE_SCALAR_TRACE,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY2__F04__B3__D13_seed_00,BY2,F04,B3,D13_seed_00,semisynthetic,False,True,COMPLETED,NONE,<T5BC_SCRATCH>/05_NATIVE_SUBSET61/D13_seed_00/B3,baseline3d,full,1369,1369,1012,357,0,0,0,True,AVAILABLE,Includes missing sidecar epochs,AVAILABLE,AVAILABLE,AVAILABLE,1369,1369,0,0,16.089014844781797,39.08379436892795,5.70355177447191,57.31778325877333,217.6348428727394,0.0100046044193148,419.5905994121526,1369,1369,0,0,0.004030259720426591,0.03740282206011803,0.0012418962176495,0.047708061579587895,0.1627554959176024,-0.1236205113989002,0.2369299127805922,0.08739379926601872,1369,1369,0,0,-7.934648759149829e-05,0.03281967732245518,-0.0003475133869161,0.043428768105117296,0.12394236889437162,-0.1242458223772608,0.2296213892378355,0.07834325942521866,"{""ACCEPT"": 1012, ""NIS_3DOF_REJECT"": 357}",357,0.26077428780131484,all B3 attempts in this sequence/case/segment,,
